"loyalty_number","total_months","total_years","total_flights","distance","points_accumulated","points_redeemed","dollar_cost_points_redeemed","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month","churned"
"108440",24,2,35,42687,42687,864,156,"Canada","Ontario","London","M5B3E4","Male","Bachelor",100884,"Married","Star",7842.87,"Standard",2013,5,0,0,0
"108462",24,2,37,62792,62792,1945,350,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",64014,"Married","Star",8186.1,"Standard",2016,6,0,0,0
"108481",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",60934,"Married","Aurora",11633.58,"Standard",2018,11,0,0,0
"108528",24,2,51,78024,78024,595,107,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",53081,"Divorced","Star",7858.11,"Standard",2014,5,0,0,0
"108625",24,2,46,69314,69314,932,167,"Canada","British Columbia","West Vancouver","V6V8Z3","Male","Bachelor",81729,"Married","Nova",15470.6,"Standard",2016,4,0,0,0
"108666",24,2,26,40864,40864,2005,361,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",64417,"Single","Aurora",12036.62,"Standard",2015,10,0,0,0
"108857",24,2,10,7254,7254,986,178,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",88691,"Married","Nova",5719.09,"Standard",2017,8,2018,4,1
"108896",24,2,9,11764,11764,0,0,"Canada","Ontario","Toronto","M2M7K8","Male","Bachelor",98771,"Married","Nova",32196.6,"Standard",2017,6,2018,2,1
"108907",24,2,37,56340,56340,1570,283,"Canada","British Columbia","Victoria","V106T5","Male","College",72896,"Single","Star",2337.36,"Standard",2016,8,0,0,0
"109022",24,2,27,35598,35598,453,82,"Canada","Ontario","Toronto","P5S6R4","Female","Bachelor",57960,"Married","Nova",2991.42,"Standard",2013,3,0,0,0
"109023",24,2,35,64655,64655,1648,296,"Canada","Nova Scotia","Halifax","B3J9S2","Female","Master",81333,"Single","Aurora",6005.85,"Standard",2015,7,0,0,0
"109029",24,2,2,3944,3944,0,0,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",74819,"Divorced","Star",5812,"Standard",2018,10,0,0,0
"109203",24,2,41,62207,62207,429,77,"Canada","Manitoba","Winnipeg","R6Y4T5","Male","Bachelor",69098,"Married","Star",8092.88,"Standard",2014,10,0,0,0
"109399",24,2,33,58851,58851,0,0,"Canada","Alberta","Calgary","T3E2V9","Male","College",74917,"Married","Nova",4376.08,"Standard",2018,12,0,0,0
"109478",24,2,44,85316,85316,574,103,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",84346,"Married","Star",20998.26,"Standard",2014,7,0,0,0
"109495",24,2,44,75183,75183,454,82,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",82594,"Married","Nova",11218.44,"Standard",2014,1,0,0,0
"109517",24,2,34,45001,45001,986,177,"Canada","Ontario","Toronto","P5S6R4","Female","College",73008,"Divorced","Nova",21295.51,"Standard",2015,5,0,0,0
"109552",24,2,22,26865,26865,0,0,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",81364,"Divorced","Nova",14166.2,"Standard",2015,12,0,0,0
"109612",24,2,17,30477,30477,667,120,"Canada","Prince Edward Island","Charlottetown","C1A6E8","Female","College",79325,"Divorced","Aurora",6827.18,"Standard",2017,9,2018,8,1
"109660",24,2,42,69953,69953,1284,231,"Canada","Alberta","Edmonton","T3G6Y6","Male","Bachelor",58026,"Married","Nova",3543.23,"Standard",2016,2,0,0,0
"109767",24,2,44,66909,66909,1752,315,"Canada","Ontario","Toronto","M1R4K3","Female","Bachelor",89062,"Single","Star",3886.65,"Standard",2016,5,0,0,0
"109840",24,2,27,44876,44876,529,95,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",80921,"Married","Star",4916.37,"Standard",2016,9,0,0,0
"109896",24,2,42,62398,62398,780,141,"Canada","Manitoba","Winnipeg","R2C0M5","Female","College",72907,"Single","Star",3884.86,"Standard",2013,10,0,0,0
"109903",24,2,38,47019,47019,1115,201,"Canada","Saskatchewan","Regina","S6J3G0","Female","Bachelor",57975,"Married","Star",5107.16,"Standard",2013,10,0,0,0
"109956",24,2,16,27586,27586,0,0,"Canada","Ontario","Toronto","P1J8T7","Female","Bachelor",89320,"Married","Star",5137.85,"Standard",2017,5,2018,1,1
"110001",24,2,32,47676,47676,1034,186,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",81771,"Married","Nova",8173.5,"Standard",2018,12,0,0,0
"110030",24,2,12,12015,12015,0,0,"Canada","Quebec","Montreal","H2T2J6","Male","Bachelor",48851,"Married","Nova",3387.78,"Standard",2016,8,2017,8,1
"110065",11,1,97,140924,211386,0,0,"Canada","British Columbia","Victoria","V106T5","Male","Bachelor",82365,"Single","Aurora",13432,"2018 Promotion",2018,3,0,0,0
"110073",24,2,0,0,0,0,0,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",84678,"Married","Aurora",8364.56,"Standard",2015,2,2015,3,1
"110099",24,2,36,59296,59296,1486,267,"Canada","Yukon","Whitehorse","Y2K6R0","Female","College",68823,"Single","Star",4731.84,"Standard",2013,1,0,0,0
"110142",11,1,73,106897,160345.5,334,60,"Canada","British Columbia","Vancouver","V6E3D9","Male","College",73544,"Single","Star",4866.65,"2018 Promotion",2018,2,2018,10,1
"110170",24,2,7,11198,11198,523,94,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",53189,"Divorced","Nova",5532.46,"Standard",2018,5,0,0,0
"110211",24,2,26,38248,38248,0,0,"Canada","Ontario","Toronto","M8Y4K8","Female","Bachelor",64417,"Single","Nova",12036.62,"Standard",2017,4,2017,12,1
"110262",11,1,45,76551,114826.5,808,145,"Canada","Alberta","Edmonton","T9G1W3","Male","Bachelor",52267,"Married","Aurora",9427.68,"2018 Promotion",2018,2,0,0,0
"110296",24,2,34,53546,53546,488,88,"Canada","Quebec","Montreal","H4G3T4","Male","College",73455,"Married","Star",2396.22,"Standard",2013,11,0,0,0
"110394",24,2,46,66002,66002,1113,200,"Canada","Manitoba","Winnipeg","R2C0M5","Male","Bachelor",81901,"Single","Star",2565.12,"Standard",2013,10,0,0,0
"110422",24,2,14,12513,12513,0,0,"Canada","Nova Scotia","Halifax","B3J9S2","Male","College",73945,"Single","Star",2414.77,"Standard",2018,1,0,0,0
"110476",24,2,47,66715,66715,1851,333,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",86244,"Married","Star",6098.46,"Standard",2014,3,0,0,0
"110603",24,2,0,0,0,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",53061,"Married","Star",5246.28,"Standard",2017,10,2017,10,1
"110678",24,2,37,56217,56217,748,135,"Canada","Ontario","Toronto","M2Z4K1","Female","Bachelor",50879,"Single","Star",3933.81,"Standard",2016,6,0,0,0
"110691",24,2,30,49309,49309,503,91,"Canada","British Columbia","Vancouver","V5R1W3","Male","College",73544,"Single","Star",4722.24,"Standard",2015,5,0,0,0
"110752",24,2,41,62023,62023,409,74,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",72625,"Divorced","Star",5154.05,"Standard",2012,8,0,0,0
"111022",24,2,28,44035,44035,1095,197,"Canada","Manitoba","Winnipeg","R2C0M5","Female","College",72907,"Divorced","Nova",14635.45,"Standard",2013,2,0,0,0
"111034",24,2,49,80677,80677,1503,270,"Canada","Ontario","Toronto","M1R4K3","Female","Master",118863,"Divorced","Nova",11790.5,"Standard",2014,3,0,0,0
"111171",24,2,45,57660,57660,837,150,"Canada","British Columbia","Whistler","V6T1Y8","Female","College",73082,"Single","Star",4628.28,"Standard",2015,2,0,0,0
"111176",24,2,37,59430,59430,1718,310,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","College",74408,"Single","Nova",4568.82,"Standard",2014,6,0,0,0
"111255",24,2,48,65856,65856,0,0,"Canada","Quebec","Hull","J8Y3Z5","Male","High School or Below",70272,"Married","Star",4122.96,"Standard",2013,3,0,0,0
"111286",24,2,32,49103,49103,332,60,"Canada","British Columbia","Victoria","V106T5","Female","Bachelor",55923,"Married","Nova",10382.38,"Standard",2013,7,0,0,0
"111329",24,2,36,44314,44314,2311,416,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",50748,"Married","Nova",3585.94,"Standard",2016,8,0,0,0
"111387",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",101960,"Married","Star",5793.16,"Standard",2013,10,2015,4,1
"111485",24,2,51,73149,73149,2388,429,"Canada","Ontario","Toronto","P5S6R4","Female","Bachelor",90349,"Divorced","Star",2989.96,"Standard",2015,5,0,0,0
"111507",24,2,29,40465,40465,1689,304,"Canada","Quebec","Montreal","H2Y4R4","Female","Bachelor",58405,"Married","Star",17556.99,"Standard",2012,10,0,0,0
"111573",24,2,42,73431,73431,605,109,"Canada","Ontario","Toronto","M2Z4K1","Male","Bachelor",85487,"Married","Aurora",14349.86,"Standard",2014,5,0,0,0
"111584",24,2,25,32533,32533,1262,227,"Canada","Ontario","Toronto","M8Y4K8","Female","Doctor",68273,"Divorced","Nova",4163.79,"Standard",2017,1,0,0,0
"111646",24,2,24,45971,45971,1100,198,"Canada","Ontario","Toronto","P1L8X8","Female","Bachelor",67445,"Single","Aurora",5015.01,"Standard",2014,11,2018,1,1
"111788",24,2,65,95902,95902,1356,244,"Canada","British Columbia","Vancouver","V6E3Z3","Female","Bachelor",53537,"Married","Nova",4935.19,"Standard",2016,9,0,0,0
"111899",24,2,16,24779,24779,998,180,"Canada","Manitoba","Winnipeg","R2C0M5","Female","College",72907,"Single","Nova",13021.09,"Standard",2013,6,2017,11,1
"111912",24,2,47,77676,77676,628,113,"Canada","Ontario","Toronto","P1J8T7","Male","Bachelor",77443,"Divorced","Aurora",5592.46,"Standard",2016,6,0,0,0
"112026",24,2,56,99150,99150,989,178,"Canada","British Columbia","Whistler","V6T1Y8","Male","Doctor",185468,"Divorced","Aurora",9670.18,"Standard",2014,1,0,0,0
"112142",24,2,39,56357,56357,979,176,"Canada","Ontario","Thunder Bay","K8T5M5","Male","Bachelor",93073,"Single","Aurora",16272.74,"Standard",2015,7,0,0,0
"112226",24,2,38,70245,70245,1351,243,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",74413,"Married","Nova",4686.47,"Standard",2014,1,0,0,0
"112393",24,2,48,80936,80936,2163,389,"Canada","Ontario","Trenton","K8V4B2","Female","College",75720,"Single","Star",6763.18,"Standard",2014,2,0,0,0
"112522",11,1,50,69086,103629,0,0,"Canada","Alberta","Peace River","T9O2W2","Male","Bachelor",49846,"Married","Aurora",5636.74,"2018 Promotion",2018,2,0,0,0
"112632",24,2,47,76426,76426,676,122,"Canada","Quebec","Montreal","H2T2J6","Male","College",73455,"Married","Nova",9006.6,"Standard",2018,12,0,0,0
"112661",24,2,10,9526,9526,597,107,"Canada","Ontario","London","M5B3E4","Male","Bachelor",86740,"Married","Star",4523.75,"Standard",2013,8,2017,5,1
"112678",24,2,29,50550,50550,1621,292,"Canada","Ontario","Toronto","M2M6J7","Male","College",73008,"Married","Star",35537.85,"Standard",2014,10,0,0,0
"112709",24,2,36,58414,58414,0,0,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Doctor",68387,"Married","Nova",4834.4,"Standard",2016,9,0,0,0
"112732",24,2,37,65331,65331,1154,208,"Canada","New Brunswick","Fredericton","E3B2H2","Female","Bachelor",67412,"Married","Nova",8360.15,"Standard",2016,7,0,0,0
"112733",24,2,46,55364,55364,0,0,"Canada","British Columbia","West Vancouver","V6V8Z3","Female","Bachelor",78298,"Married","Nova",3353.38,"Standard",2013,1,0,0,0
"112797",24,2,0,0,0,0,0,"Canada","Quebec","Montreal","H2T9K8","Female","Bachelor",90649,"Married","Star",13345.14,"Standard",2014,7,2015,3,1
"112842",24,2,32,60931,60931,1223,220,"Canada","Ontario","Kingston","M9K2P4","Male","College",72819,"Married","Nova",6217.26,"Standard",2016,11,0,0,0
"112856",24,2,42,68536,68536,2105,378,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",46795,"Married","Nova",26199.53,"Standard",2014,6,0,0,0
"112863",24,2,40,56146,56146,1646,296,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",78218,"Married","Aurora",16107.19,"Standard",2016,7,0,0,0
"112894",24,2,0,0,0,0,0,"Canada","Ontario","Toronto","M2M7K8","Male","College",73008,"Married","Aurora",10221.81,"Standard",2018,12,0,0,0
"113040",24,2,29,55322,55322,0,0,"Canada","British Columbia","Vancouver","V5R1W3","Female","Bachelor",65935,"Divorced","Nova",8427.17,"Standard",2013,1,0,0,0
"113184",24,2,13,17942,17942,0,0,"Canada","Ontario","Trenton","K8V4B2","Male","Bachelor",104262,"Single","Star",2859.8,"Standard",2018,8,0,0,0
"113220",24,2,36,53362,53362,1732,312,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",86215,"Married","Star",7986.19,"Standard",2012,12,0,0,0
"113293",24,2,9,11095,11095,0,0,"Canada","Quebec","Quebec City","G1B3L5","Female","Bachelor",68245,"Divorced","Star",18370.57,"Standard",2017,11,0,0,0
"113316",24,2,15,26262,26262,562,101,"Canada","British Columbia","Whistler","V6T1Y8","Male","Bachelor",60156,"Single","Aurora",5282.54,"Standard",2017,12,2018,8,1
"113363",24,2,22,43708,43708,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Female","Bachelor",57311,"Married","Nova",2760.95,"Standard",2017,9,0,0,0
"113442",24,2,5,9571,9571,0,0,"Canada","New Brunswick","Moncton","E1A2A7","Male","Bachelor",84453,"Divorced","Star",2962.98,"Standard",2018,9,0,0,0
"113476",24,2,48,76252,76252,574,103,"Canada","Newfoundland","St. John's","A1C6H9","Female","Bachelor",66334,"Married","Aurora",9420.97,"Standard",2013,5,0,0,0
"113529",24,2,6,13405,13405,0,0,"Canada","Ontario","Toronto","P1L8X8","Male","Bachelor",76548,"Married","Nova",5953.21,"Standard",2018,6,0,0,0
"113558",24,2,32,40426,40426,1662,299,"Canada","Quebec","Montreal","H2T2J6","Female","Bachelor",66116,"Married","Aurora",6444.08,"Standard",2015,7,0,0,0
"113578",24,2,3,1799,1799,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Male","Bachelor",59034,"Married","Star",2542.85,"Standard",2013,6,2017,5,1
"113656",24,2,0,0,0,0,0,"Canada","Quebec","Quebec City","G1B3L5","Male","Bachelor",52213,"Married","Aurora",11618.56,"Standard",2013,4,2015,1,1
"113679",24,2,52,66901,66901,341,61,"Canada","Ontario","Toronto","P2T6G3","Male","College",73008,"Single","Aurora",10634.84,"Standard",2014,1,0,0,0
"113694",24,2,53,88235,88235,2774,500,"Canada","Saskatchewan","Regina","S6J3G0","Female","College",74756,"Divorced","Nova",4890.11,"Standard",2014,9,0,0,0
"113755",24,2,18,19113,19113,460,83,"Canada","British Columbia","Kelowna","V092E9","Female","Bachelor",63616,"Married","Star",3633.05,"Standard",2013,3,0,0,0
"113779",24,2,37,45219,45219,521,94,"Canada","Quebec","Tremblant","H5Y2S9","Male","Doctor",233002,"Married","Aurora",25640.24,"Standard",2014,3,0,0,0
"113804",24,2,25,32637,32637,1341,241,"Canada","Quebec","Montreal","H2T2J6","Female","College",73455,"Married","Star",3173.03,"Standard",2016,11,0,0,0
"113831",24,2,57,72210,72210,470,85,"Canada","Ontario","Toronto","M2M6J7","Male","Bachelor",47701,"Married","Nova",3605.86,"Standard",2016,2,0,0,0
"113839",24,2,30,49824,49824,857,154,"Canada","Ontario","Toronto","M2M7K8","Male","College",73008,"Divorced","Star",3839.61,"Standard",2015,9,0,0,0
"113861",24,2,26,34699,34699,727,131,"Canada","Quebec","Montreal","H2T2J6","Female","College",73455,"Married","Star",2409.37,"Standard",2017,6,0,0,0
"113864",24,2,16,17202,17202,521,94,"Canada","Saskatchewan","Regina","S6J3G0","Male","Bachelor",79913,"Married","Star",8652.65,"Standard",2017,11,0,0,0
"113874",11,1,42,78775,118162.5,0,0,"Canada","Ontario","Toronto","M2M7K8","Female","College",73008,"Single","Nova",2894.24,"2018 Promotion",2018,2,0,0,0
"113877",24,2,45,81297,81297,787,142,"Canada","Ontario","Toronto","P2T6G3","Female","College",73008,"Single","Star",9575.76,"Standard",2013,12,0,0,0
"113904",24,2,44,48694,48694,958,173,"Canada","Ontario","Kingston","M9K2P4","Female","Bachelor",63343,"Married","Nova",26453.94,"Standard",2015,6,0,0,0
"113919",24,2,35,61012,61012,1189,214,"Canada","Manitoba","Winnipeg","R6Y4T5","Female","Bachelor",61482,"Married","Aurora",5614.59,"Standard",2015,12,0,0,0
"114018",24,2,33,48336,48336,480,86,"Canada","Ontario","Toronto","M8Y4K8","Male","Bachelor",78649,"Married","Nova",9120.07,"Standard",2013,6,0,0,0
"114021",24,2,46,69349,69349,671,121,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",88044,"Married","Star",5326.68,"Standard",2014,9,0,0,0
"114131",11,1,49,84772,127158,440,79,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",80516,"Married","Nova",5389.5,"2018 Promotion",2018,4,0,0,0
"114214",24,2,16,20894,20894,0,0,"Canada","Quebec","Montreal","H2T9K8","Female","College",73455,"Married","Star",2554.55,"Standard",2017,5,2018,4,1
"114219",24,2,35,49604,49604,914,164,"Canada","Ontario","Thunder Bay","K8T5M5","Female","Bachelor",72888,"Married","Nova",5479.56,"Standard",2012,7,0,0,0
"114242",24,2,38,53004,53004,953,172,"Canada","British Columbia","Vancouver","V1E4R6","Male","Bachelor",68653,"Married","Star",5914.95,"Standard",2016,7,0,0,0
"114307",24,2,33,46919,46919,733,132,"Canada","Ontario","Toronto","P2T6G3","Male","Bachelor",104829,"Married","Nova",9863.5,"Standard",2013,3,0,0,0
"114399",24,2,4,4809,4809,0,0,"Canada","British Columbia","Vancouver","V6E3D9","Female","College",73544,"Single","Star",15994.01,"Standard",2018,6,0,0,0
"114414",24,2,57,98309,98309,353,64,"Canada","Ontario","Toronto","P1J8T7","Male","College",73008,"Married","Nova",3591.07,"Standard",2012,11,0,0,0
"114493",24,2,32,52349,52349,677,122,"Canada","Ontario","Toronto","P5S6R4","Female","Bachelor",47036,"Single","Aurora",6063.2,"Standard",2016,4,0,0,0
"114553",24,2,41,61201,61201,885,159,"Canada","British Columbia","Dawson Creek","U5I4F1","Male","Bachelor",47987,"Divorced","Nova",3703.93,"Standard",2012,6,0,0,0
"114638",24,2,51,63893,63893,495,89,"Canada","Quebec","Quebec City","G1B3L5","Male","College",73602,"Single","Star",2152.08,"Standard",2012,12,0,0,0
"114700",24,2,16,18282,18282,0,0,"Canada","British Columbia","Vancouver","V5R1W3","Female","Doctor",134476,"Married","Star",7155.34,"Standard",2017,12,0,0,0
"114743",24,2,15,22328,22328,527,95,"Canada","New Brunswick","Fredericton","E3B2H2","Male","Bachelor",59753,"Married","Star",4966.77,"Standard",2017,7,0,0,0
"114835",24,2,30,42008,42008,0,0,"Canada","Ontario","Toronto","M1R4K3","Female","Master",101354,"Divorced","Star",4001.52,"Standard",2017,7,0,0,0
"114857",24,2,38,52595,52595,533,96,"Canada","British Columbia","Dawson Creek","U5I4F1","Female","Bachelor",57148,"Married","Nova",13355.49,"Standard",2017,3,0,0,0
"114903",24,2,36,53090,53090,457,82,"Canada","British Columbia","Vancouver","V5R1W3","Male","Bachelor",58414,"Married","Nova",9767.94,"Standard",2013,10,0,0,0
"114924",24,2,13,22222,22222,0,0,"Canada","Ontario","Ottawa","K1F2R2","Female","College",73265.5,"Married","Star",5037.95,"Standard",2017,11,2018,7,1
"114927",24,2,31,40489,40489,1232,222,"Canada","British Columbia","Whistler","V6T1Y8","Male","Doctor",190674,"Divorced","Star",3013.44,"Standard",2017,4,0,0,0
"114983",24,2,27,44033,44033,0,0,"Canada","British Columbia","Whistler","V6T1Y8","Female","Doctor",71198,"Married","Star",5601.68,"Standard",2013,10,0,0,0
"115198",24,2,0,0,0,0,0,"Canada","Yukon","Whitehorse","Y2K6R0","Male","Bachelor",55845,"Married","Star",3469.84,"Standard",2012,9,0,0,0
"115322",24,2,48,76273,76273,1320,238,"Canada","Ontario","Toronto","P1W1K4","Female","Doctor",221857,"Married","Aurora",8257.67,"Standard",2013,11,0,0,0
"115354",24,2,52,79226,79226,1546,278,"Canada","New Brunswick","Fredericton","E3B2H2","Female","College",72742,"Single","Star",6297,"Standard",2012,8,0,0,0
"115405",24,2,35,67404,67404,1636,295,"Canada","Ontario","Toronto","M2M7K8","Female","Bachelor",50797,"Single","Star",4637.16,"Standard",2015,7,0,0,0
"115427",24,2,46,61723,61723,1028,185,"Canada","Quebec","Montreal","H2Y2W2","Female","Bachelor",95967,"Married","Nova",8685.92,"Standard",2016,11,0,0,0
"115505",11,1,26,59434,89151,0,0,"Canada","Newfoundland","St. John's","A1C6H9","Male","Bachelor",-10605,"Married","Nova",5860.17,"2018 Promotion",2018,4,0,0,0
"115529",24,2,34,47356,47356,401,72,"Canada","British Columbia","Vancouver","V6E3D9","Male","Master",101038,"Married","Star",8382.63,"Standard",2014,11,0,0,0
"115633",24,2,43,63347,63347,368,66,"Canada","Ontario","Sudbury","M5V1G5","Male","Bachelor",80218,"Married","Nova",9685.54,"Standard",2012,10,0,0,0
"115705",24,2,40,59658,59658,983,177,"Canada","Quebec","Tremblant","H5Y2S9","Male","Bachelor",71498,"Married","Aurora",17435.68,"Standard",2013,3,0,0,0
